Tarih,TP_MK_F_SINAI
2013-04-23,
2013-04-24,706.88
2013-04-25,711.67
2013-04-26,707.79
2013-04-29,710.67
2013-04-30,704.33
2013-05-01,
2013-05-02,669.28
2013-05-03,676.5
2013-05-04,696.72
2013-05-06,720.27
2013-05-07,650.56
2013-05-08,727.03
2013-05-09,586.13
2013-05-10,716.42
2013-05-11,699.09
2013-05-12,670.49
2013-05-13,716.83
2013-05-14,726.03
2013-05-15,728.39
2013-05-16,728.25
2013-05-17,722.33
2013-05-20,726.45
2013-05-21,725.22
2013-05-22,735.37
2013-05-23,732.64
2013-05-24,730.42
2013-05-27,732.07
2013-05-28,737.64
2013-05-29,722.53
2013-05-30,712.96
2013-05-31,703.13
2013-06-02,669.45
2013-06-03,677.66
2013-06-04,663.66
2013-06-05,720.27
2013-06-06,665.1
2013-06-07,647.78
2013-06-08,647.92
2013-06-09,591.2
2013-06-10,645.34
2013-06-11,686.62
2013-06-12,664.36
2013-06-13,656.01
2013-06-14,660.45
2013-06-17,664.43
2013-06-18,668.33
2013-06-19,664.5
2013-06-20,640.33
2013-06-21,627.05
2013-06-24,629.58
2013-06-25,626.06
2013-06-26,632.97
2013-06-27,648.59
2013-06-28,662.19
2013-07-01,659.4
2013-07-02,663.87
2013-07-03,680.23
2013-07-04,648.77
2013-07-05,650.56
2013-07-06,647.78
2013-07-08,636.73
2013-07-09,637.33
2013-07-10,633.56
2013-07-11,693.48
2013-07-12,647.88
2013-07-15,661.23
2013-07-16,668.16
2013-07-17,664.57
2013-07-18,673.26
2013-07-19,667.35
2013-07-22,664.6
2013-07-23,672.26
2013-07-24,665.98
2013-07-25,644.73
2013-07-26,644.2
2013-07-29,638.66
2013-07-30,644.95
2013-07-31,647.33
2013-08-01,663.03
2013-08-02,643.5
2013-08-03,680.46
2013-08-04,687.88
2013-08-05,727.03
2013-08-06,647.92
2013-08-07,647.9
2013-08-08,
2013-08-09,
2013-08-10,659.93
2013-08-11,689.39
2013-08-12,653.61
2013-08-13,661.99
2013-08-14,665.78
2013-08-15,665.1
2013-08-16,656.32
2013-08-19,656.46
2013-08-20,647.92
2013-08-21,641.69
2013-08-22,617.99
2013-08-23,620.94
2013-08-26,613.22
2013-08-27,600.62
2013-08-28,566.61
2013-08-29,584.53
2013-08-30,
2013-09-01,658.05
2013-09-02,605.44
2013-09-03,598.8
2013-09-04,591.38
2013-09-05,586.13
2013-09-06,591.2
2013-09-07,637.33
2013-09-08,
2013-09-09,600.96
2013-09-10,655.18
2013-09-11,631.02
2013-09-12,625.42
2013-09-13,632.99
2013-09-16,638.84
2013-09-17,640.86
2013-09-18,641.86
2013-09-19,667.49
2013-09-20,660.15
2013-09-23,653.1
2013-09-24,657.31
2013-09-25,656.66
2013-09-26,658.73
2013-09-27,651.53
2013-09-30,649.33
2013-10-01,661.89
2013-10-02,655.22
2013-10-03,655.92
2013-10-04,689.93
2013-10-05,716.42
2013-10-06,645.34
2013-10-07,633.56
2013-10-08,659.93
2013-10-09,617.74
2013-10-10,663.52
2013-10-11,670.08
2013-10-12,684.99
2013-10-14,669.68
2013-10-15,
2013-10-16,
2013-10-17,
2013-10-18,
2013-10-21,688.4
2013-10-22,693.32
2013-10-23,696.35
2013-10-24,702.02
2013-10-25,705.15
2013-10-28,709.28
2013-10-29,
2013-10-30,718.05
2013-10-31,701.03
2013-11-01,694.92
2013-11-02,657.45
2013-11-03,685.05
2013-11-04,697.62
2013-11-05,699.09
2013-11-06,645.67
2013-11-07,640.72
2013-11-08,689.39
2013-11-09,631.02
2013-11-10,670.08
2013-11-11,672.39
2013-11-12,651.47
2013-11-13,656.01
2013-11-14,664.93
2013-11-15,672.04
2013-11-18,670.26
2013-11-19,671.64
2013-11-20,666.75
2013-11-21,673.55
2013-11-22,676.36
2013-11-25,687.52
2013-11-26,688.95
2013-11-27,687.03
2013-11-28,683.61
2013-11-29,685.23
2013-12-02,650.71
2013-12-03,681.78
2013-12-04,697.85
2013-12-05,670.49
2013-12-06,644.86
2013-12-07,647.88
2013-12-08,653.61
2013-12-09,682.29
2013-12-10,684.99
2013-12-11,687.39
2013-12-12,682.29
2013-12-13,679.4
2013-12-16,684.27
2013-12-17,673.12
2013-12-18,641.71
2013-12-19,647.49
2013-12-20,632.49
2013-12-23,624.76
2013-12-24,629.01
2013-12-25,639.02
2013-12-26,599.52
2013-12-27,569.55
2013-12-30,609.5
2013-12-31,622.36
2014-01-01,
2014-01-02,613.71
2014-01-03,617.96
2014-01-04,623.42
2014-01-05,
2014-01-06,611.3
2014-01-07,716.65
2014-01-08,746.14
2014-01-09,609.78
2014-01-10,609.72
2014-01-12,766.77
2014-01-13,620.86
2014-01-14,613.1
2014-01-15,616.9
2014-01-16,614.32
2014-01-17,611.69
2014-01-20,602.42
2014-01-21,609.55
2014-01-22,609.62
2014-01-23,606.03
2014-01-24,582.72
2014-01-27,582.07
2014-01-28,595.56
2014-01-29,583.96
2014-01-30,577.39
2014-01-31,577.95
2014-02-01,613.71
2014-02-03,580.15
2014-02-04,579.01
2014-02-05,670.87
2014-02-06,707.31
2014-02-07,597.73
2014-02-09,755.14
2014-02-10,595.47
2014-02-11,599.2
2014-02-12,768.21
2014-02-13,595.04
2014-02-14,599.11
2014-02-17,607.15
2014-02-18,601.36
2014-02-19,591.29
2014-02-20,591.23
2014-02-21,591.13
2014-02-24,594.78
2014-02-25,583.78
2014-02-26,583.99
2014-02-27,570.94
2014-02-28,583.95
2014-03-01,617.96
2014-03-02,580.15
2014-03-03,573.78
2014-03-04,580.38
2014-03-05,585.6
2014-03-06,713.72
2014-03-07,716.15
2014-03-09,754.82
2014-03-10,710.8
2014-03-11,594.71
2014-03-12,772.17
2014-03-13,603.65
2014-03-14,597.63
2014-03-17,601.57
2014-03-18,602.71
2014-03-19,608.83
2014-03-20,605.44
2014-03-21,602.43
2014-03-24,595.59
2014-03-25,591.98
2014-03-26,600.48
2014-03-27,612.83
2014-03-28,612.52
2014-03-31,613.02
2014-04-01,623.42
2014-04-02,579.01
2014-04-03,630.57
2014-04-04,635.21
2014-04-06,714.08
2014-04-07,642.87
2014-04-08,759.28
2014-04-09,755.15
2014-04-10,647.75
2014-04-11,762.14
2014-04-12,774.48
2014-04-14,651.69
2014-04-15,664.12
2014-04-16,649.98
2014-04-17,654.69
2014-04-18,659.31
2014-04-21,661.02
2014-04-22,663.95
2014-04-23,
2014-04-24,667.29
2014-04-25,660.8
2014-04-28,659.19
2014-04-29,664.1
2014-04-30,667.18
2014-05-01,
2014-05-02,590.7
2014-05-03,585.6
2014-05-05,669.2
2014-05-06,670.01
2014-05-07,669.16
2014-05-08,679.3
2014-05-09,755.17
2014-05-11,757.7
2014-05-12,780.04
2014-05-13,677.48
2014-05-14,685.25
2014-05-15,687.45
2014-05-16,679.09
2014-05-19,
2014-05-20,680.7
2014-05-21,688.81
2014-05-22,690.63
2014-05-23,698.28
2014-05-26,695.95
2014-05-27,700.1
2014-05-28,704.12
2014-05-29,710.49
2014-05-30,710.89
2014-06-01,611.3
2014-06-02,594.4
2014-06-03,713.72
2014-06-04,714.08
2014-06-05,670.01
2014-06-06,718.4
2014-06-08,746.88
2014-06-09,726.63
2014-06-10,722.75
2014-06-11,740.36
2014-06-12,703.27
2014-06-13,708.99
2014-06-16,703.66
2014-06-17,714.1
2014-06-18,716.27
2014-06-19,721.67
2014-06-20,720.01
2014-06-23,712.76
2014-06-24,719.26
2014-06-25,712.13
2014-06-26,715.99
2014-06-27,714.4
2014-06-30,719.96
2014-07-01,716.65
2014-07-02,705.52
2014-07-03,596.03
2014-07-04,642.87
2014-07-05,669.16
2014-07-07,731.69
2014-07-08,739.25
2014-07-09,739.41
2014-07-10,747.7
2014-07-11,731.5
2014-07-14,747.02
2014-07-15,746.95
2014-07-16,752.45
2014-07-17,759.39
2014-07-18,757.87
2014-07-21,767.71
2014-07-22,765.78
2014-07-23,768.38
2014-07-24,773.08
2014-07-25,770.32
2014-07-28,
2014-07-29,
2014-07-30,
2014-07-31,764.43
2014-08-01,746.14
2014-08-04,759.28
2014-08-05,762.47
2014-08-06,746.88
2014-08-07,739.25
2014-08-08,732.53
2014-08-09,755.67
2014-08-10,693.8
2014-08-11,732.27
2014-08-12,728.96
2014-08-13,722.6
2014-08-14,731.47
2014-08-15,726.05
2014-08-18,720.91
2014-08-19,733.74
2014-08-20,735.7
2014-08-21,738.19
2014-08-22,740.79
2014-08-25,744.36
2014-08-26,751.01
2014-08-27,751.71
2014-08-28,750.81
2014-08-29,754.47
2014-09-01,752.17
2014-09-02,755.14
2014-09-03,754.82
2014-09-04,643.14
2014-09-05,755.17
2014-09-06,726.63
2014-09-07,739.41
2014-09-08,755.67
2014-09-09,748.82
2014-09-10,738.16
2014-09-11,741.36
2014-09-12,740.81
2014-09-15,735.16
2014-09-16,733.63
2014-09-17,739.17
2014-09-18,735.28
2014-09-19,736.98
2014-09-22,724.16
2014-09-23,726.44
2014-09-24,719.82
2014-09-25,707.78
2014-09-26,714.27
2014-09-29,708.81
2014-09-30,710.62
2014-10-01,716.67
2014-10-02,595.47
2014-10-03,710.8
2014-10-04,647.75
2014-10-06,
2014-10-07,747.7
2014-10-08,693.8
2014-10-09,738.16
2014-10-10,708.0
2014-10-11,739.11
2014-10-12,767.2
2014-10-13,710.05
2014-10-14,710.36
2014-10-15,719.22
2014-10-16,711.95
2014-10-17,719.87
2014-10-20,725.46
2014-10-21,731.48
2014-10-22,732.2
2014-10-23,738.58
2014-10-24,748.23
2014-10-27,746.09
2014-10-28,745.79
2014-10-29,
2014-10-30,749.57
2014-10-31,759.92
2014-11-02,599.2
2014-11-03,758.41
2014-11-04,762.14
2014-11-05,757.7
2014-11-06,723.1
2014-11-07,746.73
2014-11-08,732.27
2014-11-09,741.36
2014-11-10,739.11
2014-11-11,736.31
2014-11-12,743.66
2014-11-13,750.74
2014-11-14,750.89
2014-11-17,747.87
2014-11-18,744.55
2014-11-19,749.06
2014-11-20,749.9
2014-11-21,752.79
2014-11-24,755.4
2014-11-25,757.61
2014-11-26,763.34
2014-11-27,765.34
2014-11-28,762.53
2014-12-01,766.77
2014-12-02,768.21
2014-12-03,772.17
2014-12-04,774.48
2014-12-05,780.04
2014-12-06,703.27
2014-12-08,776.62
2014-12-09,740.81
2014-12-10,767.2
2014-12-11,743.66
2014-12-12,767.49
2014-12-15,762.71
2014-12-16,746.46
2014-12-17,728.55
2014-12-18,751.23
2014-12-19,762.46
2014-12-22,777.51
2014-12-23,779.19
2014-12-24,784.86
2014-12-25,786.26
2014-12-26,788.34
2014-12-29,782.63
2014-12-30,782.58
2014-12-31,784.22
2015-01-01,
2015-01-02,786.1
2015-01-04,783.3
2015-01-05,793.64
2015-01-06,787.54
2015-01-07,797.54
2015-01-08,800.49
2015-01-09,807.96
2015-01-10,763.21
2015-01-12,812.93
2015-01-13,807.84
2015-01-14,805.62
2015-01-15,797.28
2015-01-16,789.04
2015-01-19,791.81
2015-01-20,798.27
2015-01-21,800.85
2015-01-22,804.49
2015-01-23,810.57
2015-01-26,811.37
2015-01-27,815.47
2015-01-28,820.08
2015-01-29,808.71
2015-01-30,800.08
2015-02-01,786.1
2015-02-02,802.59
2015-02-03,790.57
2015-02-04,789.91
2015-02-05,790.13
2015-02-06,798.9
2015-02-07,815.24
2015-02-09,747.94
2015-02-10,778.72
2015-02-11,772.05
2015-02-12,778.84
2015-02-13,786.32
2015-02-16,790.11
2015-02-17,781.96
2015-02-18,778.92
2015-02-19,790.72
2015-02-20,788.86
2015-02-23,789.0
2015-02-24,795.82
2015-02-25,803.89
2015-02-26,806.56
2015-02-27,785.22
2015-03-02,790.57
2015-03-03,789.17
2015-03-04,790.6
2015-03-05,766.95
2015-03-06,808.81
2015-03-07,820.7
2015-03-08,780.95
2015-03-09,749.3
2015-03-10,751.17
2015-03-11,742.66
2015-03-12,769.49
2015-03-13,736.02
2015-03-16,736.36
2015-03-17,747.01
2015-03-18,758.83
2015-03-19,777.05
2015-03-20,776.78
2015-03-23,786.38
2015-03-24,783.48
2015-03-25,785.73
2015-03-26,776.91
2015-03-27,772.12
2015-03-30,784.77
2015-03-31,784.02
2015-04-01,783.3
2015-04-02,791.96
2015-04-03,790.6
2015-04-05,837.24
2015-04-06,808.72
2015-04-07,801.63
2015-04-08,776.65
2015-04-09,811.64
2015-04-10,813.78
2015-04-11,821.37
2015-04-12,757.16
2015-04-13,815.05
2015-04-14,799.79
2015-04-15,808.21
2015-04-16,811.61
2015-04-17,825.4
2015-04-20,818.14
2015-04-21,823.53
2015-04-22,838.07
2015-04-23,
2015-04-24,841.59
2015-04-27,853.16
2015-04-28,850.46
2015-04-29,847.33
2015-04-30,840.49
2015-05-01,
2015-05-02,790.13
2015-05-03,766.95
2015-05-04,837.24
2015-05-05,842.15
2015-05-06,809.65
2015-05-07,815.22
2015-05-08,772.12
2015-05-10,777.69
2015-05-11,837.69
2015-05-12,834.38
2015-05-13,842.18
2015-05-14,846.77
2015-05-15,852.11
2015-05-18,853.97
2015-05-19,
2015-05-20,856.26
2015-05-21,859.05
2015-05-22,851.25
2015-05-25,844.57
2015-05-26,825.51
2015-05-27,817.33
2015-05-28,824.02
2015-05-29,825.06
2015-06-01,811.6
2015-06-02,798.9
2015-06-03,774.34
2015-06-04,808.72
2015-06-05,824.8
2015-06-07,816.7
2015-06-08,763.44
2015-06-09,777.94
2015-06-10,784.19
2015-06-11,786.99
2015-06-12,795.22
2015-06-15,790.17
2015-06-16,785.13
2015-06-17,790.02
2015-06-18,801.27
2015-06-19,812.81
2015-06-22,821.73
2015-06-23,820.88
2015-06-24,827.53
2015-06-25,827.96
2015-06-26,824.81
2015-06-29,817.87
2015-06-30,815.03
2015-07-01,797.54
2015-07-02,815.24
2015-07-03,820.7
2015-07-04,801.63
2015-07-05,815.22
2015-07-06,816.7
2015-07-07,823.8
2015-07-08,781.27
2015-07-09,731.47
2015-07-10,826.99
2015-07-12,752.09
2015-07-13,829.54
2015-07-14,838.04
2015-07-15,829.73
2015-07-16,829.49
2015-07-17,
2015-07-20,825.67
2015-07-21,817.6
2015-07-22,812.4
2015-07-23,801.68
2015-07-24,780.91
2015-07-27,781.59
2015-07-28,779.19
2015-07-29,774.12
2015-07-30,777.43
2015-07-31,784.18
2015-08-01,800.49
2015-08-03,780.95
2015-08-04,807.66
2015-08-05,772.12
2015-08-06,763.44
2015-08-07,781.27
2015-08-09,728.68
2015-08-10,770.83
2015-08-11,783.57
2015-08-12,775.59
2015-08-13,762.07
2015-08-14,772.91
2015-08-17,769.9
2015-08-18,775.27
2015-08-19,773.1
2015-08-20,752.89
2015-08-21,750.81
2015-08-24,732.25
2015-08-25,735.61
2015-08-26,734.96
2015-08-27,756.46
2015-08-28,758.37
2015-08-31,763.71
2015-09-01,807.96
2015-09-02,773.0
2015-09-03,772.4
2015-09-04,745.08
2015-09-06,777.94
2015-09-07,819.14
2015-09-08,728.68
2015-09-09,734.87
2015-09-10,725.97
2015-09-11,728.68
2015-09-12,751.62
2015-09-14,730.64
2015-09-15,736.33
2015-09-16,748.72
2015-09-17,757.96
2015-09-18,766.15
2015-09-21,773.44
2015-09-22,771.08
2015-09-23,760.5
2015-09-24,
2015-09-25,
2015-09-28,759.95
2015-09-29,753.84
2015-09-30,757.35
2015-10-01,763.21
2015-10-02,761.62
2015-10-03,751.17
2015-10-04,813.78
2015-10-05,777.69
2015-10-06,784.19
2015-10-07,789.98
2015-10-08,791.2
2015-10-09,725.97
2015-10-11,808.32
2015-10-12,735.19
2015-10-13,788.83
2015-10-14,790.06
2015-10-15,804.88
2015-10-16,797.57
2015-10-19,806.18
2015-10-20,808.49
2015-10-21,809.07
2015-10-22,813.21
2015-10-23,816.8
2015-10-26,809.35
2015-10-27,798.08
2015-10-28,794.44
2015-10-29,
2015-10-30,787.86
2015-11-02,826.98
2015-11-03,742.66
2015-11-04,821.37
2015-11-05,815.19
2015-11-06,817.19
2015-11-08,783.57
2015-11-09,728.68
2015-11-10,808.32
2015-11-11,812.83
2015-11-12,815.86
2015-11-13,810.33
2015-11-16,805.48
2015-11-17,810.93
2015-11-18,805.43
2015-11-19,805.6
2015-11-20,806.48
2015-11-23,804.48
2015-11-24,784.52
2015-11-25,768.49
2015-11-26,775.75
2015-11-27,778.57
2015-11-30,769.05
2015-12-01,812.93
2015-12-02,777.62
2015-12-03,769.49
2015-12-04,757.16
2015-12-05,834.38
2015-12-06,795.22
2015-12-07,752.09
2015-12-08,775.59
2015-12-09,751.62
2015-12-10,794.16
2015-12-11,815.86
2015-12-14,705.54
2015-12-15,731.52
2015-12-16,740.14
2015-12-17,747.62
2015-12-18,735.16
2015-12-21,741.36
2015-12-22,744.28
2015-12-23,753.41
2015-12-24,753.03
2015-12-25,756.15
2015-12-28,754.87
2015-12-29,746.7
2015-12-30,741.75
2015-12-31,725.76
2016-01-01,
2016-01-02,742.63
2016-01-03,769.88
2016-01-04,719.53
2016-01-05,723.5
2016-01-06,733.68
2016-01-07,735.27
2016-01-08,818.39
2016-01-09,795.0
2016-01-11,794.3
2016-01-12,731.97
2016-01-13,740.13
2016-01-14,730.32
2016-01-15,719.47
2016-01-18,719.99
2016-01-19,721.2
2016-01-20,710.3
2016-01-21,700.65
2016-01-22,717.84
2016-01-25,720.68
2016-01-26,727.23
2016-01-27,732.44
2016-01-28,736.32
2016-01-29,744.04
2016-02-01,742.63
2016-02-02,736.34
2016-02-03,775.85
2016-02-04,749.02
2016-02-05,854.84
2016-02-06,785.46
2016-02-08,807.11
2016-02-09,801.68
2016-02-10,725.17
2016-02-11,713.97
2016-02-12,784.02
2016-02-15,723.88
2016-02-16,721.28
2016-02-17,734.42
2016-02-18,740.25
2016-02-19,738.68
2016-02-22,751.59
2016-02-23,759.93
2016-02-24,748.39
2016-02-25,755.49
2016-02-26,751.71
2016-02-29,766.7
2016-03-01,769.88
2016-03-02,775.85
2016-03-03,773.8
2016-03-04,776.62
2016-03-05,832.04
2016-03-06,803.88
2016-03-07,782.58
2016-03-08,784.27
2016-03-09,790.63
2016-03-10,790.97
2016-03-11,791.35
2016-03-14,797.45
2016-03-15,793.03
2016-03-16,802.72
2016-03-17,818.28
2016-03-18,836.88
2016-03-21,844.17
2016-03-22,835.36
2016-03-23,819.02
2016-03-24,827.25
2016-03-25,828.93
2016-03-28,833.04
2016-03-29,840.74
2016-03-30,852.32
2016-03-31,856.84
2016-04-01,852.45
2016-04-02,749.02
2016-04-03,776.62
2016-04-04,862.56
2016-04-05,822.65
2016-04-06,836.4
2016-04-07,799.34
2016-04-08,850.32
2016-04-10,800.02
2016-04-11,764.84
2016-04-12,866.69
2016-04-13,886.66
2016-04-14,884.49
2016-04-15,873.6
2016-04-18,877.2
2016-04-19,873.69
2016-04-20,869.0
2016-04-21,876.82
2016-04-22,878.48
2016-04-25,879.14
2016-04-26,875.7
2016-04-27,870.25
2016-04-28,871.42
2016-04-29,866.26
2016-05-01,723.5
2016-05-02,748.24
2016-05-03,832.04
2016-05-04,822.65
2016-05-05,824.08
2016-05-06,816.5
2016-05-07,
2016-05-08,809.82
2016-05-09,820.38
2016-05-10,812.46
2016-05-11,820.44
2016-05-12,791.29
2016-05-13,805.57
2016-05-16,803.82
2016-05-17,802.87
2016-05-18,805.36
2016-05-19,
2016-05-20,804.66
2016-05-23,800.55
2016-05-24,821.43
2016-05-25,810.73
2016-05-26,808.71
2016-05-27,806.0
2016-05-30,808.47
2016-05-31,801.07
2016-06-01,733.68
2016-06-02,785.46
2016-06-03,803.88
2016-06-04,836.4
2016-06-05,816.5
2016-06-06,808.56
2016-06-07,
2016-06-08,813.45
2016-06-09,799.59
2016-06-10,811.19
2016-06-12,814.09
2016-06-13,787.04
2016-06-14,779.3
2016-06-15,781.17
2016-06-16,767.44
2016-06-17,768.03
2016-06-20,788.33
2016-06-21,785.09
2016-06-22,780.86
2016-06-23,784.95
2016-06-24,759.03
2016-06-27,754.09
2016-06-28,771.91
2016-06-29,775.63
2016-06-30,778.85
2016-07-01,795.28
2016-07-03,782.58
2016-07-04,836.61
2016-07-05,
2016-07-06,810.83
2016-07-07,
2016-07-08,793.46
2016-07-09,810.52
2016-07-10,812.44
2016-07-11,780.07
2016-07-12,816.12
2016-07-13,819.84
2016-07-14,837.78
2016-07-15,843.54
2016-07-18,793.02
2016-07-19,795.28
2016-07-20,781.37
2016-07-21,751.78
2016-07-22,755.28
2016-07-25,783.29
2016-07-26,780.26
2016-07-27,796.06
2016-07-28,803.97
2016-07-29,802.37
2016-08-01,818.39
2016-08-02,729.53
2016-08-03,784.27
2016-08-04,850.32
2016-08-05,809.82
2016-08-06,813.45
2016-08-07,793.46
2016-08-08,819.24
2016-08-09,824.4
2016-08-10,820.76
2016-08-11,786.23
2016-08-12,817.82
2016-08-15,820.49
2016-08-16,812.95
2016-08-17,818.93
2016-08-18,816.22
2016-08-19,819.32
2016-08-22,821.57
2016-08-23,812.28
2016-08-24,805.21
2016-08-25,810.37
2016-08-26,808.86
2016-08-29,803.89
2016-08-30,
2016-08-31,795.52
2016-09-01,795.0
2016-09-02,722.89
2016-09-03,790.63
2016-09-05,820.38
2016-09-06,799.59
2016-09-07,810.52
2016-09-08,824.4
2016-09-09,797.42
2016-09-11,786.02
2016-09-12,815.43
2016-09-13,
2016-09-14,
2016-09-15,
2016-09-16,784.14
2016-09-19,799.0
2016-09-20,797.07
2016-09-21,802.38
2016-09-22,814.86
2016-09-23,817.55
2016-09-26,791.79
2016-09-27,790.46
2016-09-28,791.75
2016-09-29,792.72
2016-09-30,787.11
2016-10-02,725.17
2016-10-03,796.93
2016-10-04,800.02
2016-10-05,812.46
2016-10-06,792.94
2016-10-07,812.44
2016-10-08,820.76
2016-10-10,813.07
2016-10-11,788.56
2016-10-12,806.49
2016-10-13,805.92
2016-10-14,810.86
2016-10-17,810.3
2016-10-18,812.62
2016-10-19,818.95
2016-10-20,817.62
2016-10-21,811.19
2016-10-24,818.09
2016-10-25,815.62
2016-10-26,812.46
2016-10-27,807.92
2016-10-28,802.63
2016-10-31,803.92
2016-11-01,794.3
2016-11-02,793.02
2016-11-03,791.35
2016-11-04,764.84
2016-11-05,820.44
2016-11-07,780.07
2016-11-08,786.23
2016-11-09,786.02
2016-11-10,810.41
2016-11-11,784.1
2016-11-14,773.57
2016-11-15,777.37
2016-11-16,778.58
2016-11-17,783.27
2016-11-18,786.63
2016-11-21,788.22
2016-11-22,791.97
2016-11-23,786.72
2016-11-24,782.17
2016-11-25,783.37
2016-11-28,790.42
2016-11-29,784.09
2016-11-30,790.64
2016-12-01,773.68
2016-12-02,717.92
2016-12-04,866.69
2016-12-05,791.29
2016-12-06,814.09
2016-12-07,816.97
2016-12-08,817.82
2016-12-09,
2016-12-10,806.49
2016-12-12,822.35
2016-12-13,823.52
2016-12-14,819.25
2016-12-15,825.1
2016-12-16,828.91
2016-12-19,823.53
2016-12-20,830.32
2016-12-21,830.08
2016-12-22,827.46
2016-12-23,822.78
2016-12-26,825.6
2016-12-27,821.59
2016-12-28,828.78
2016-12-29,833.24
2016-12-30,835.86
2017-01-02,943.26
2017-01-03,944.22
2017-01-04,816.56
2017-01-05,820.66
2017-01-06,1034.04
2017-01-08,1153.94
2017-01-09,
2017-01-10,838.19
2017-01-11,850.43
2017-01-12,876.69
2017-01-13,885.89
2017-01-16,894.64
2017-01-17,898.67
2017-01-18,900.34
2017-01-19,896.67
2017-01-20,902.55
2017-01-23,906.73
2017-01-24,918.25
2017-01-25,909.57
2017-01-26,912.73
2017-01-27,915.48
2017-01-30,930.7
2017-01-31,933.62
2017-02-01,943.26
2017-02-02,943.33
2017-02-03,951.01
2017-02-05,996.84
2017-02-06,1052.66
2017-02-07,938.17
2017-02-08,943.44
2017-02-09,948.16
2017-02-10,1177.59
2017-02-11,1277.79
2017-02-13,951.87
2017-02-14,943.83
2017-02-15,945.11
2017-02-16,941.98
2017-02-17,943.15
2017-02-20,941.97
2017-02-21,944.76
2017-02-22,944.31
2017-02-23,950.28
2017-02-24,942.51
2017-02-27,938.21
2017-02-28,934.45
2017-03-01,944.22
2017-03-02,951.01
2017-03-03,953.85
2017-03-04,953.08
2017-03-05,990.91
2017-03-06,964.09
2017-03-07,1089.93
2017-03-08,947.53
2017-03-09,947.33
2017-03-10,1186.52
2017-03-11,1271.11
2017-03-13,949.91
2017-03-14,947.23
2017-03-15,950.52
2017-03-16,961.49
2017-03-17,966.47
2017-03-20,967.29
2017-03-21,970.98
2017-03-22,963.12
2017-03-23,961.87
2017-03-24,962.22
2017-03-27,956.78
2017-03-28,958.11
2017-03-29,957.35
2017-03-30,959.79
2017-03-31,959.59
2017-04-01,816.56
2017-04-03,953.08
2017-04-04,948.69
2017-04-05,945.44
2017-04-06,941.43
2017-04-07,938.74
2017-04-08,1190.4
2017-04-09,
2017-04-10,1187.54
2017-04-11,952.8
2017-04-12,1186.44
2017-04-13,940.38
2017-04-14,933.52
2017-04-17,944.05
2017-04-18,951.01
2017-04-19,948.22
2017-04-20,959.94
2017-04-21,962.59
2017-04-24,975.08
2017-04-25,981.96
2017-04-26,988.54
2017-04-27,995.09
2017-04-28,998.5
2017-05-01,820.66
2017-05-02,996.84
2017-05-03,990.91
2017-05-04,987.01
2017-05-05,998.05
2017-05-06,1048.76
2017-05-07,1092.33
2017-05-08,1000.2
2017-05-09,1017.89
2017-05-10,1186.89
2017-05-11,1013.47
2017-05-12,1014.29
2017-05-15,1018.84
2017-05-16,1023.46
2017-05-17,1020.42
2017-05-18,1014.88
2017-05-19,
2017-05-22,1031.02
2017-05-23,1040.41
2017-05-24,1042.82
2017-05-25,1040.22
2017-05-26,1038.61
2017-05-29,1041.0
2017-05-30,1036.79
2017-05-31,1031.31
2017-06-01,1034.04
2017-06-02,943.37
2017-06-03,964.09
2017-06-04,941.43
2017-06-05,1048.76
2017-06-06,1052.22
2017-06-07,1087.62
2017-06-08,1050.77
2017-06-09,1057.98
2017-06-10,1186.01
2017-06-11,1299.87
2017-06-12,1061.92
2017-06-13,1059.24
2017-06-14,1063.46
2017-06-15,1058.36
2017-06-16,1051.89
2017-06-19,1056.58
2017-06-20,1058.45
2017-06-21,1062.53
2017-06-22,1070.86
2017-06-23,1065.41
2017-06-26,
2017-06-27,
2017-06-28,1083.49
2017-06-29,1081.48
2017-06-30,1089.54
2017-07-02,938.17
2017-07-03,1089.93
2017-07-04,1093.57
2017-07-05,1092.33
2017-07-06,1087.62
2017-07-07,1081.12
2017-07-08,1204.36
2017-07-09,1220.18
2017-07-10,1094.54
2017-07-11,1288.48
2017-07-12,1195.21
2017-07-13,1131.79
2017-07-14,1138.29
2017-07-17,1146.91
2017-07-18,1141.64
2017-07-19,1155.81
2017-07-20,1151.76
2017-07-21,1164.2
2017-07-24,1160.84
2017-07-25,1164.85
2017-07-26,1170.25
2017-07-27,1180.44
2017-07-28,1172.01
2017-07-31,1170.02
2017-08-01,1153.94
2017-08-02,1163.65
2017-08-03,1180.26
2017-08-04,1190.4
2017-08-05,1000.2
2017-08-06,1050.77
2017-08-07,1204.36
2017-08-08,1204.72
2017-08-09,1213.32
2017-08-10,1184.46
2017-08-11,1177.76
2017-08-12,1201.39
2017-08-14,1201.97
2017-08-15,1160.61
2017-08-16,1160.34
2017-08-17,1161.27
2017-08-18,1169.68
2017-08-21,1184.57
2017-08-22,1186.83
2017-08-23,1188.75
2017-08-24,1185.4
2017-08-25,1189.09
2017-08-28,1193.18
2017-08-29,1196.18
2017-08-30,
2017-08-31,1194.17
2017-09-01,830.82
2017-09-02,948.16
2017-09-03,947.33
2017-09-04,
2017-09-05,1017.89
2017-09-06,1209.92
2017-09-07,1220.18
2017-09-08,1213.32
2017-09-10,1159.8
2017-09-11,1219.27
2017-09-12,1213.49
2017-09-13,1199.44
2017-09-14,1202.18
