Tarih,TP_MK_G_BILESIK
2013-04-06,1137.98
2013-04-07,1052.88
2013-04-08,1165.01
2013-04-09,1179.15
2013-04-10,1175.97
2013-04-11,1184.51
2013-04-12,1195.93
2013-04-15,1197.08
2013-04-16,1199.3
2013-04-17,1200.27
2013-04-18,1196.26
2013-04-19,1173.87
2013-04-22,1186.42
2013-04-23,
2013-04-24,1204.07
2013-04-25,1212.37
2013-04-26,1199.05
2013-04-29,1210.15
2013-04-30,1211.68
2013-05-01,
2013-05-02,1137.65
2013-05-03,1138.63
2013-05-04,1177.61
2013-05-06,1271.46
2013-05-07,1076.63
2013-05-08,1281.47
2013-05-09,946.31
2013-05-10,1266.61
2013-05-11,1095.57
2013-05-12,1041.47
2013-05-13,1274.37
2013-05-14,1287.12
2013-05-15,1307.62
2013-05-16,1310.92
2013-05-17,1309.88
2013-05-20,1302.4
2013-05-21,1290.66
2013-05-22,1306.3
2013-05-23,1303.34
2013-05-24,1306.3
2013-05-27,1290.38
2013-05-28,1291.46
2013-05-29,1252.6
2013-05-30,1243.06
2013-05-31,1220.02
2013-06-02,1128.78
2013-06-03,1143.74
2013-06-04,1137.98
2013-06-05,1271.46
2013-06-06,1126.2
2013-06-07,1099.34
2013-06-08,1057.37
2013-06-09,958.22
2013-06-10,1099.66
2013-06-11,1070.37
2013-06-12,1030.33
2013-06-13,1106.38
2013-06-14,1121.88
2013-06-17,1138.2
2013-06-18,1133.4
2013-06-19,1123.66
2013-06-20,1077.08
2013-06-21,1050.41
2013-06-24,1040.88
2013-06-25,1034.06
2013-06-26,1041.91
2013-06-27,1072.64
2013-06-28,1098.7
2013-07-01,1123.79
2013-07-02,1093.21
2013-07-03,1150.56
2013-07-04,1052.88
2013-07-05,1076.63
2013-07-06,1099.34
2013-07-08,1038.96
2013-07-09,1039.47
2013-07-10,1026.6
2013-07-11,1083.23
2013-07-12,1038.93
2013-07-15,1075.71
2013-07-16,1087.61
2013-07-17,1080.09
2013-07-18,1104.9
2013-07-19,1089.37
2013-07-22,1082.63
2013-07-23,1093.44
2013-07-24,1075.36
2013-07-25,1040.83
2013-07-26,1046.69
2013-07-29,1036.92
2013-07-30,1060.88
2013-07-31,1062.03
2013-08-01,1136.06
2013-08-02,1045.59
2013-08-03,1151.57
2013-08-04,1165.01
2013-08-05,1281.47
2013-08-06,1057.37
2013-08-07,1050.62
2013-08-08,
2013-08-09,
2013-08-10,1082.19
2013-08-11,1078.38
2013-08-12,1059.4
2013-08-13,1082.5
2013-08-14,1082.45
2013-08-15,1081.16
2013-08-16,1054.57
2013-08-19,1044.1
2013-08-20,1026.66
2013-08-21,1010.88
2013-08-22,974.47
2013-08-23,982.0
2013-08-26,969.78
2013-08-27,958.84
2013-08-28,925.32
2013-08-29,947.22
2013-08-30,
2013-09-01,1123.87
2013-09-02,972.05
2013-09-03,967.63
2013-09-04,957.5
2013-09-05,946.31
2013-09-06,958.22
2013-09-07,1039.47
2013-09-08,
2013-09-09,984.02
2013-09-10,1061.64
2013-09-11,1028.04
2013-09-12,1020.3
2013-09-13,1036.97
2013-09-16,1053.96
2013-09-17,1061.17
2013-09-18,1071.51
2013-09-19,1145.23
2013-09-20,1124.23
2013-09-23,1103.25
2013-09-24,1098.48
2013-09-25,1087.77
2013-09-26,1088.34
2013-09-27,1074.26
2013-09-30,1062.27
2013-10-01,1086.38
2013-10-02,1080.71
2013-10-03,1084.15
2013-10-04,1175.97
2013-10-05,1266.61
2013-10-06,1099.66
2013-10-07,1026.6
2013-10-08,1082.19
2013-10-09,1011.31
2013-10-10,1077.4
2013-10-11,1087.92
2013-10-12,1060.17
2013-10-14,1089.05
2013-10-15,
2013-10-16,
2013-10-17,
2013-10-18,
2013-10-21,1119.08
2013-10-22,1124.95
2013-10-23,1126.71
2013-10-24,1129.53
2013-10-25,1127.78
2013-10-28,1136.62
2013-10-29,
2013-10-30,1147.45
2013-10-31,1118.65
2013-11-01,1098.06
2013-11-02,1099.84
2013-11-03,1172.87
2013-11-04,1096.01
2013-11-05,1095.57
2013-11-06,1100.1
2013-11-07,1035.9
2013-11-08,1078.38
2013-11-09,1028.04
2013-11-10,1087.92
2013-11-11,1049.46
2013-11-12,1020.31
2013-11-13,1031.44
2013-11-14,1055.51
2013-11-15,1066.28
2013-11-18,1071.32
2013-11-19,1075.99
2013-11-20,1060.5
2013-11-21,1069.45
2013-11-22,1073.67
2013-11-25,1098.45
2013-11-26,1090.91
2013-11-27,1079.73
2013-11-28,1074.83
2013-11-29,1070.55
2013-12-02,1091.01
2013-12-03,1173.25
2013-12-04,1195.93
2013-12-05,1041.47
2013-12-06,1094.43
2013-12-07,1038.93
2013-12-08,1059.4
2013-12-09,1060.67
2013-12-10,1060.17
2013-12-11,1065.61
2013-12-12,1052.77
2013-12-13,1053.87
2013-12-16,1063.88
2013-12-17,1045.46
2013-12-18,994.3
2013-12-19,1011.53
2013-12-20,989.49
2013-12-23,982.53
2013-12-24,983.66
2013-12-25,997.78
2013-12-26,934.67
2013-12-27,887.15
2013-12-30,942.75
2013-12-31,969.3
2014-01-01,
2014-01-02,950.85
2014-01-03,953.93
2014-01-04,1008.61
2014-01-05,
2014-01-06,944.77
2014-01-07,1138.93
2014-01-08,1180.9
2014-01-09,951.22
2014-01-10,953.07
2014-01-12,1261.71
2014-01-13,977.62
2014-01-14,961.01
2014-01-15,968.46
2014-01-16,962.97
2014-01-17,957.02
2014-01-20,941.81
2014-01-21,953.26
2014-01-22,956.56
2014-01-23,954.76
2014-01-24,913.46
2014-01-27,908.58
2014-01-28,929.24
2014-01-29,899.28
2014-01-30,880.89
2014-01-31,883.65
2014-02-01,950.85
2014-02-03,884.94
2014-02-04,883.4
2014-02-05,1086.78
2014-02-06,1153.8
2014-02-07,920.28
2014-02-09,1175.55
2014-02-10,915.64
2014-02-11,924.31
2014-02-12,1246.93
2014-02-13,913.66
2014-02-14,922.6
2014-02-17,937.22
2014-02-18,930.45
2014-02-19,911.75
2014-02-20,908.58
2014-02-21,912.77
2014-02-24,912.05
2014-02-25,894.31
2014-02-26,894.75
2014-02-27,875.81
2014-02-28,895.0
2014-03-01,953.93
2014-03-02,884.94
2014-03-03,881.05
2014-03-04,893.43
2014-03-05,907.51
2014-03-06,1152.14
2014-03-07,1119.28
2014-03-09,1181.72
2014-03-10,1082.36
2014-03-11,899.48
2014-03-12,1243.4
2014-03-13,914.62
2014-03-14,905.94
2014-03-17,914.41
2014-03-18,920.94
2014-03-19,936.63
2014-03-20,932.94
2014-03-21,927.12
2014-03-24,924.7
2014-03-25,914.96
2014-03-26,941.06
2014-03-27,972.13
2014-03-28,977.94
2014-03-31,996.64
2014-04-01,1008.61
2014-04-02,883.4
2014-04-03,1028.54
2014-04-04,1034.74
2014-04-06,1143.75
2014-04-07,1050.88
2014-04-08,1198.41
2014-04-09,1182.65
2014-04-10,1053.0
2014-04-11,1171.57
2014-04-12,1245.52
2014-04-14,1048.73
2014-04-15,1073.49
2014-04-16,1046.61
2014-04-17,1054.04
2014-04-18,1063.15
2014-04-21,1060.5
2014-04-22,1063.07
2014-04-23,
2014-04-24,1059.87
2014-04-25,1039.79
2014-04-28,1042.28
2014-04-29,1053.62
2014-04-30,1062.04
2014-05-01,
2014-05-02,904.71
2014-05-03,907.51
2014-05-05,1082.13
2014-05-06,1087.46
2014-05-07,1087.61
2014-05-08,1098.06
2014-05-09,1190.71
2014-05-11,1169.25
2014-05-12,1259.97
2014-05-13,1097.38
2014-05-14,1102.26
2014-05-15,1105.56
2014-05-16,1083.62
2014-05-19,
2014-05-20,1081.35
2014-05-21,1101.39
2014-05-22,1108.35
2014-05-23,1132.3
2014-05-26,1139.38
2014-05-27,1137.21
2014-05-28,1139.87
2014-05-29,1149.16
2014-05-30,1155.06
2014-06-01,944.77
2014-06-02,908.26
2014-06-03,1152.14
2014-06-04,1143.75
2014-06-05,1087.46
2014-06-06,1167.57
2014-06-08,1159.58
2014-06-09,1182.9
2014-06-10,1178.08
2014-06-11,1145.65
2014-06-12,1146.33
2014-06-13,1156.45
2014-06-16,1135.93
2014-06-17,1141.16
2014-06-18,1136.47
2014-06-19,1151.22
2014-06-20,1144.1
2014-06-23,1143.82
2014-06-24,1161.7
2014-06-25,1139.4
2014-06-26,1147.27
2014-06-27,1140.91
2014-06-30,1149.32
2014-07-01,1138.93
2014-07-02,1108.65
2014-07-03,915.3
2014-07-04,1050.88
2014-07-05,1087.61
2014-07-07,1132.39
2014-07-08,1155.84
2014-07-09,1156.71
2014-07-10,1156.84
2014-07-11,1131.78
2014-07-14,1162.36
2014-07-15,1175.75
2014-07-16,1188.26
2014-07-17,1194.36
2014-07-18,1185.87
2014-07-21,1204.66
2014-07-22,1204.39
2014-07-23,1204.77
2014-07-24,1217.82
2014-07-25,1214.8
2014-07-28,
2014-07-29,
2014-07-30,
2014-07-31,1210.84
2014-08-01,1180.9
2014-08-04,1198.41
2014-08-05,1199.42
2014-08-06,1159.58
2014-08-07,1155.84
2014-08-08,1138.75
2014-08-09,1197.05
2014-08-10,1061.01
2014-08-11,1139.49
2014-08-12,1129.96
2014-08-13,1122.54
2014-08-14,1130.95
2014-08-15,1128.85
2014-08-18,1117.92
2014-08-19,1142.54
2014-08-20,1145.76
2014-08-21,1149.42
2014-08-22,1146.59
2014-08-25,1150.47
2014-08-26,1171.04
2014-08-27,1174.31
2014-08-28,1172.1
2014-08-29,1184.44
2014-09-01,1169.35
2014-09-02,1175.55
2014-09-03,1181.72
2014-09-04,1054.62
2014-09-05,1190.71
2014-09-06,1182.9
2014-09-07,1156.71
2014-09-08,1197.05
2014-09-09,1180.58
2014-09-10,1155.16
2014-09-11,1157.36
2014-09-12,1149.85
2014-09-15,1134.59
2014-09-16,1134.53
2014-09-17,1148.38
2014-09-18,1133.64
2014-09-19,1131.51
2014-09-22,1121.2
2014-09-23,1128.43
2014-09-24,1118.17
2014-09-25,1094.58
2014-09-26,1088.08
2014-09-29,1081.77
2014-09-30,1087.16
2014-10-01,1091.98
2014-10-02,915.64
2014-10-03,1082.36
2014-10-04,1053.0
2014-10-06,
2014-10-07,1156.84
2014-10-08,1061.01
2014-10-09,1155.16
2014-10-10,1080.79
2014-10-11,1141.48
2014-10-12,1224.95
2014-10-13,1086.84
2014-10-14,1081.94
2014-10-15,1098.93
2014-10-16,1084.56
2014-10-17,1098.04
2014-10-20,1111.84
2014-10-21,1119.69
2014-10-22,1130.02
2014-10-23,1146.19
2014-10-24,1158.12
2014-10-27,1148.89
2014-10-28,1158.46
2014-10-29,
2014-10-30,1156.51
2014-10-31,1179.93
2014-11-02,924.31
2014-11-03,1173.31
2014-11-04,1171.57
2014-11-05,1169.25
2014-11-06,1178.78
2014-11-07,1151.47
2014-11-08,1139.49
2014-11-09,1157.36
2014-11-10,1141.48
2014-11-11,1134.46
2014-11-12,1160.04
2014-11-13,1180.82
2014-11-14,1180.34
2014-11-17,1183.9
2014-11-18,1180.04
2014-11-19,1193.21
2014-11-20,1191.0
2014-11-21,1208.09
2014-11-24,1207.54
2014-11-25,1207.27
2014-11-26,1218.26
2014-11-27,1228.2
2014-11-28,1244.41
2014-12-01,1261.71
2014-12-02,1246.93
2014-12-03,1243.4
2014-12-04,1245.52
2014-12-05,1259.97
2014-12-06,1146.33
2014-12-08,1242.0
2014-12-09,1149.85
2014-12-10,1224.95
2014-12-11,1160.04
2014-12-12,1220.66
2014-12-15,1207.4
2014-12-16,1193.01
2014-12-17,1151.98
2014-12-18,1199.14
2014-12-19,1210.58
2014-12-22,1228.7
2014-12-23,1230.85
2014-12-24,1234.18
2014-12-25,1237.51
2014-12-26,1239.98
2014-12-29,1228.83
2014-12-30,1233.83
2014-12-31,1235.08
2015-01-01,
2015-01-02,1241.78
2015-01-04,1187.81
2015-01-05,1255.49
2015-01-06,1249.39
2015-01-07,1267.34
2015-01-08,1272.45
2015-01-09,1277.34
2015-01-10,1112.61
2015-01-12,1290.86
2015-01-13,1284.95
2015-01-14,1286.02
2015-01-15,1279.0
2015-01-16,1274.72
2015-01-19,1278.96
2015-01-20,1294.68
2015-01-21,1311.24
2015-01-22,1312.26
2015-01-23,1326.78
2015-01-26,1316.77
2015-01-27,1328.22
2015-01-28,1328.97
2015-01-29,1308.52
2015-01-30,1290.65
2015-02-01,1241.78
2015-02-02,1299.08
2015-02-03,1230.61
2015-02-04,1194.05
2015-02-05,1255.71
2015-02-06,1202.03
2015-02-07,1210.93
2015-02-09,1098.35
2015-02-10,1231.38
2015-02-11,1222.17
2015-02-12,1234.64
2015-02-13,1254.57
2015-02-16,1255.05
2015-02-17,1242.06
2015-02-18,1230.68
2015-02-19,1257.47
2015-02-20,1254.72
2015-02-23,1243.06
2015-02-24,1262.08
2015-02-25,1275.59
2015-02-26,1271.79
2015-02-27,1224.87
2015-03-02,1230.61
2015-03-03,1229.64
2015-03-04,1195.19
2015-03-05,1168.43
2015-03-06,1218.48
2015-03-07,1219.48
2015-03-08,1177.44
2015-03-09,1102.81
2015-03-10,1147.91
2015-03-11,1142.13
2015-03-12,1127.07
2015-03-13,1129.75
2015-03-16,1134.07
2015-03-17,1153.02
2015-03-18,1157.05
2015-03-19,1192.56
2015-03-20,1191.14
2015-03-23,1214.14
2015-03-24,1199.6
2015-03-25,1203.1
2015-03-26,1182.05
2015-03-27,1171.1
2015-03-30,1192.68
2015-03-31,1186.24
2015-04-01,1187.81
2015-04-02,1259.77
2015-04-03,1195.19
2015-04-05,1245.15
2015-04-06,1220.89
2015-04-07,1218.1
2015-04-08,1170.44
2015-04-09,1222.78
2015-04-10,1225.86
2015-04-11,1247.12
2015-04-12,1109.33
2015-04-13,1219.5
2015-04-14,1195.84
2015-04-15,1208.8
2015-04-16,1209.43
2015-04-17,1228.17
2015-04-20,1221.0
2015-04-21,1221.83
2015-04-22,1250.66
2015-04-23,
2015-04-24,1247.1
2015-04-27,1273.8
2015-04-28,1280.1
2015-04-29,1277.39
2015-04-30,1260.88
2015-05-01,
2015-05-02,1255.71
2015-05-03,1168.43
2015-05-04,1245.15
2015-05-05,1249.3
2015-05-06,1231.68
2015-05-07,1212.77
2015-05-08,1160.48
2015-05-10,1136.73
2015-05-11,1256.15
2015-05-12,1252.54
2015-05-13,1268.42
2015-05-14,1282.38
2015-05-15,1299.71
2015-05-18,1305.3
2015-05-19,
2015-05-20,1298.84
2015-05-21,1306.19
2015-05-22,1279.57
2015-05-25,1266.32
2015-05-26,1256.7
2015-05-27,1243.71
2015-05-28,1250.21
2015-05-29,1248.93
2015-06-01,1224.21
2015-06-02,1202.03
2015-06-03,1184.74
2015-06-04,1220.89
2015-06-05,1225.09
2015-06-07,1217.85
2015-06-08,1146.33
2015-06-09,1166.59
2015-06-10,1153.02
2015-06-11,1188.25
2015-06-12,1206.89
2015-06-15,1191.98
2015-06-16,1187.95
2015-06-17,1201.14
2015-06-18,1216.87
2015-06-19,1229.18
2015-06-22,1248.32
2015-06-23,1242.83
2015-06-24,1250.81
2015-06-25,1250.28
2015-06-26,1241.63
2015-06-29,1227.96
2015-06-30,1224.34
2015-07-01,1267.34
2015-07-02,1210.93
2015-07-03,1219.48
2015-07-04,1218.1
2015-07-05,1212.77
2015-07-06,1217.85
2015-07-07,1233.32
2015-07-08,1174.02
2015-07-09,1074.09
2015-07-10,1238.41
2015-07-12,1104.01
2015-07-13,1245.21
2015-07-14,1253.99
2015-07-15,1235.79
2015-07-16,1234.82
2015-07-17,
2015-07-20,1219.91
2015-07-21,1209.56
2015-07-22,1207.81
2015-07-23,1198.92
2015-07-24,1170.59
2015-07-27,1168.21
2015-07-28,1169.49
2015-07-29,1163.71
2015-07-30,1166.92
2015-07-31,1178.5
2015-08-01,1272.45
2015-08-03,1177.44
2015-08-04,1220.73
2015-08-05,1160.48
2015-08-06,1146.33
2015-08-07,1174.02
2015-08-09,1071.37
2015-08-10,1157.88
2015-08-11,1181.72
2015-08-12,1170.26
2015-08-13,1151.22
2015-08-14,1151.89
2015-08-17,1145.37
2015-08-18,1145.43
2015-08-19,1137.53
2015-08-20,1104.84
2015-08-21,1102.35
2015-08-24,1078.33
2015-08-25,1087.0
2015-08-26,1090.2
2015-08-27,1121.28
2015-08-28,1115.33
2015-08-31,1117.44
2015-09-01,1277.34
2015-09-02,1219.53
2015-09-03,1184.47
2015-09-04,1094.02
2015-09-06,1166.59
2015-09-07,1215.2
2015-09-08,1071.37
2015-09-09,1082.26
2015-09-10,1069.11
2015-09-11,1069.5
2015-09-12,1114.09
2015-09-14,1065.65
2015-09-15,1073.72
2015-09-16,1094.84
2015-09-17,1105.16
2015-09-18,1111.62
2015-09-21,1123.54
2015-09-22,1125.72
2015-09-23,1113.22
2015-09-24,
2015-09-25,
2015-09-28,1105.01
2015-09-29,1094.44
2015-09-30,1104.14
2015-10-01,1112.61
2015-10-02,1108.92
2015-10-03,1147.91
2015-10-04,1225.86
2015-10-05,1136.73
2015-10-06,1153.02
2015-10-07,1170.82
2015-10-08,1169.8
2015-10-09,1069.11
2015-10-11,1220.45
2015-10-12,1080.79
2015-10-13,1169.65
2015-10-14,1171.98
2015-10-15,1196.47
2015-10-16,1177.96
2015-10-19,1188.8
2015-10-20,1193.96
2015-10-21,1192.28
2015-10-22,1195.5
2015-10-23,1204.54
2015-10-26,1192.44
2015-10-27,1179.08
2015-10-28,1172.44
2015-10-29,
2015-10-30,1165.43
2015-11-02,1252.45
2015-11-03,1142.13
2015-11-04,1247.12
2015-11-05,1237.97
2015-11-06,1236.97
2015-11-08,1181.72
2015-11-09,1069.5
2015-11-10,1220.45
2015-11-11,1225.38
2015-11-12,1225.67
2015-11-13,1223.7
2015-11-16,1213.09
2015-11-17,1217.72
2015-11-18,1214.22
2015-11-19,1207.56
2015-11-20,1210.1
2015-11-23,1201.19
2015-11-24,1174.91
2015-11-25,1137.31
2015-11-26,1141.54
2015-11-27,1137.67
2015-11-30,1123.78
2015-12-01,1290.86
2015-12-02,1141.14
2015-12-03,1127.07
2015-12-04,1109.33
2015-12-05,1252.54
2015-12-06,1206.89
2015-12-07,1104.01
2015-12-08,1170.26
2015-12-09,1114.09
2015-12-10,1178.75
2015-12-11,1225.67
2015-12-14,1035.47
2015-12-15,1078.02
2015-12-16,1088.1
2015-12-17,1101.25
2015-12-18,1082.56
2015-12-21,1095.52
2015-12-22,1092.14
2015-12-23,1106.23
2015-12-24,1106.31
2015-12-25,1108.39
2015-12-28,1109.19
2015-12-29,1104.25
2015-12-30,1093.62
2015-12-31,1071.77
2016-01-01,
2016-01-02,1097.48
2016-01-03,1134.95
2016-01-04,1053.71
2016-01-05,1056.24
2016-01-06,1063.86
2016-01-07,1068.31
2016-01-08,1172.98
2016-01-09,1159.88
2016-01-11,1184.09
2016-01-12,1071.97
2016-01-13,1083.45
2016-01-14,1074.96
2016-01-15,1061.83
2016-01-18,1061.5
2016-01-19,1062.0
2016-01-20,1040.04
2016-01-21,1024.56
2016-01-22,1049.61
2016-01-25,1054.02
2016-01-26,1072.99
2016-01-27,1076.64
2016-01-28,1082.23
2016-01-29,1097.98
2016-02-01,1097.48
2016-02-02,1083.41
2016-02-03,1147.39
2016-02-04,1113.28
2016-02-05,1271.53
2016-02-06,1164.02
2016-02-08,1159.1
2016-02-09,1175.65
2016-02-10,1070.08
2016-02-11,1060.03
2016-02-12,1123.24
2016-02-15,1061.02
2016-02-16,1060.14
2016-02-17,1087.88
2016-02-18,1097.46
2016-02-19,1091.02
2016-02-22,1119.09
2016-02-23,1128.14
2016-02-24,1106.73
2016-02-25,1123.69
2016-02-26,1119.61
2016-02-29,1132.84
2016-03-01,1134.95
2016-03-02,1147.39
2016-03-03,1147.99
2016-03-04,1153.41
2016-03-05,1229.66
2016-03-06,1192.52
2016-03-07,1157.79
2016-03-08,1160.76
2016-03-09,1176.53
2016-03-10,1180.81
2016-03-11,1172.66
2016-03-14,1197.04
2016-03-15,1180.91
2016-03-16,1185.96
2016-03-17,1215.96
2016-03-18,1239.37
2016-03-21,1246.23
2016-03-22,1221.77
2016-03-23,1201.94
2016-03-24,1216.52
2016-03-25,1216.49
2016-03-28,1216.61
2016-03-29,1222.53
2016-03-30,1244.11
2016-03-31,1249.37
2016-04-01,1237.36
2016-04-02,1113.28
2016-04-03,1153.41
2016-04-04,1261.5
2016-04-05,1204.07
2016-04-06,1231.41
2016-04-07,1198.53
2016-04-08,1247.4
2016-04-10,1178.42
2016-04-11,1135.74
2016-04-12,1267.28
2016-04-13,1297.2
2016-04-14,1298.54
2016-04-15,1295.33
2016-04-18,1306.99
2016-04-19,1305.59
2016-04-20,1295.23
2016-04-21,1297.05
2016-04-22,1299.44
2016-04-25,1290.2
2016-04-26,1300.01
2016-04-27,1294.31
2016-04-28,1295.88
2016-04-29,1294.19
2016-05-01,1056.24
2016-05-02,1108.77
2016-05-03,1229.66
2016-05-04,1204.07
2016-05-05,1193.7
2016-05-06,1188.68
2016-05-07,
2016-05-08,1163.1
2016-05-09,1199.21
2016-05-10,1190.59
2016-05-11,1199.15
2016-05-12,1126.44
2016-05-13,1180.8
2016-05-16,1168.53
2016-05-17,1172.74
2016-05-18,1172.23
2016-05-19,
2016-05-20,1158.78
2016-05-23,1164.98
2016-05-24,1206.98
2016-05-25,1197.64
2016-05-26,1188.9
2016-05-27,1188.85
2016-05-30,1197.59
2016-05-31,1187.3
2016-06-01,1063.86
2016-06-02,1164.02
2016-06-03,1192.52
2016-06-04,1231.41
2016-06-05,1188.68
2016-06-06,1200.11
2016-06-07,
2016-06-08,1203.78
2016-06-09,1186.66
2016-06-10,1191.22
2016-06-12,1154.5
2016-06-13,1168.69
2016-06-14,1156.86
2016-06-15,1164.16
2016-06-16,1140.25
2016-06-17,1151.84
2016-06-20,1183.9
2016-06-21,1184.03
2016-06-22,1180.0
2016-06-23,1191.03
2016-06-24,1151.19
2016-06-27,1149.19
2016-06-28,1176.23
2016-06-29,1172.9
2016-06-30,1174.51
2016-07-01,1191.87
2016-07-03,1157.79
2016-07-04,1227.18
2016-07-05,
2016-07-06,1193.47
2016-07-07,
2016-07-08,1192.9
2016-07-09,1187.26
2016-07-10,1192.46
2016-07-11,1157.95
2016-07-12,1240.63
2016-07-13,1243.39
2016-07-14,1262.77
2016-07-15,1266.38
2016-07-18,1176.66
2016-07-19,1164.74
2016-07-20,1145.24
2016-07-21,1094.67
2016-07-22,1096.86
2016-07-25,1134.13
2016-07-26,1126.72
2016-07-27,1147.92
2016-07-28,1150.49
2016-07-29,1153.01
2016-08-01,1172.98
2016-08-02,1075.92
2016-08-03,1160.76
2016-08-04,1247.4
2016-08-05,1163.1
2016-08-06,1203.78
2016-08-07,1192.9
2016-08-08,1189.3
2016-08-09,1200.7
2016-08-10,1192.03
2016-08-11,1168.44
2016-08-12,1162.09
2016-08-15,1199.94
2016-08-16,1188.23
2016-08-17,1194.97
2016-08-18,1192.27
2016-08-19,1194.94
2016-08-22,1192.0
2016-08-23,1182.52
2016-08-24,1163.91
2016-08-25,1174.21
2016-08-26,1179.25
2016-08-29,1163.95
2016-08-30,
2016-08-31,1161.64
2016-09-01,1159.88
2016-09-02,1067.11
2016-09-03,1176.53
2016-09-05,1199.21
2016-09-06,1186.66
2016-09-07,1187.26
2016-09-08,1200.7
2016-09-09,1178.24
2016-09-11,1166.01
2016-09-12,1159.0
2016-09-13,
2016-09-14,
2016-09-15,
2016-09-16,1162.44
2016-09-19,1187.68
2016-09-20,1182.21
2016-09-21,1191.43
2016-09-22,1220.17
2016-09-23,1219.57
2016-09-26,1173.24
2016-09-27,1179.89
2016-09-28,1187.9
2016-09-29,1178.71
2016-09-30,1169.71
2016-10-02,1070.08
2016-10-03,1180.98
2016-10-04,1178.42
2016-10-05,1190.59
2016-10-06,1174.08
2016-10-07,1192.46
2016-10-08,1192.03
2016-10-10,1190.31
2016-10-11,1168.33
2016-10-12,1184.59
2016-10-13,1174.64
2016-10-14,1186.01
2016-10-17,1184.23
2016-10-18,1198.03
2016-10-19,1211.33
2016-10-20,1211.98
2016-10-21,1205.73
2016-10-24,1222.38
2016-10-25,1214.75
2016-10-26,1214.21
2016-10-27,1204.13
2016-10-28,1197.92
2016-10-31,1201.03
2016-11-01,1184.09
2016-11-02,1180.16
2016-11-03,1172.66
2016-11-04,1135.74
2016-11-05,1199.15
2016-11-07,1157.95
2016-11-08,1168.44
2016-11-09,1166.01
2016-11-10,1187.38
2016-11-11,1150.18
2016-11-14,1138.63
2016-11-15,1149.82
2016-11-16,1143.83
2016-11-17,1149.6
2016-11-18,1157.29
2016-11-21,1155.83
2016-11-22,1160.28
2016-11-23,1148.42
2016-11-24,1135.51
2016-11-25,1138.11
2016-11-28,1147.71
2016-11-29,1135.7
2016-11-30,1132.48
2016-12-01,1109.91
2016-12-02,1059.97
2016-12-04,1267.28
2016-12-05,1126.44
2016-12-06,1154.5
2016-12-07,1163.64
2016-12-08,1162.09
2016-12-09,
2016-12-10,1184.59
2016-12-12,1166.84
2016-12-13,1178.41
2016-12-14,1176.76
2016-12-15,1188.97
2016-12-16,1187.61
2016-12-19,1181.0
2016-12-20,1190.95
2016-12-21,1188.06
2016-12-22,1184.78
2016-12-23,1178.15
2016-12-26,1179.02
2016-12-27,1173.98
2016-12-28,1186.96
2016-12-29,1191.37
2016-12-30,1196.01
2017-01-02,1329.32
2017-01-03,1367.16
2017-01-04,1165.47
2017-01-05,1169.19
2017-01-06,1523.58
2017-01-08,1666.48
2017-01-09,
2017-01-10,1184.61
2017-01-11,1188.78
2017-01-12,1238.14
2017-01-13,1247.83
2017-01-16,1250.7
2017-01-17,1260.66
2017-01-18,1267.04
2017-01-19,1259.71
2017-01-20,1271.45
2017-01-23,1271.15
2017-01-24,1288.91
2017-01-25,1272.38
2017-01-26,1283.07
2017-01-27,1283.08
2017-01-30,1319.97
2017-01-31,1320.86
2017-02-01,1329.32
2017-02-02,1337.68
2017-02-03,1376.55
2017-02-05,1474.11
2017-02-06,1547.08
2017-02-07,1338.94
2017-02-08,1350.76
2017-02-09,1359.66
2017-02-10,1634.74
2017-02-11,1777.77
2017-02-13,1355.8
2017-02-14,1348.21
2017-02-15,1345.14
2017-02-16,1349.81
2017-02-17,1359.66
2017-02-20,1355.94
2017-02-21,1361.72
2017-02-22,1355.08
2017-02-23,1364.37
2017-02-24,1350.91
2017-02-27,1343.36
2017-02-28,1338.96
2017-03-01,1367.16
2017-03-02,1376.55
2017-03-03,1373.31
2017-03-04,1365.11
2017-03-05,1466.4
2017-03-06,1393.56
2017-03-07,1578.17
2017-03-08,1369.68
2017-03-09,1362.29
2017-03-10,1634.38
2017-03-11,1750.99
2017-03-13,1368.83
2017-03-14,1364.35
2017-03-15,1369.08
2017-03-16,1381.67
2017-03-17,1385.08
2017-03-20,1391.37
2017-03-21,1386.84
2017-03-22,1375.24
2017-03-23,1374.55
2017-03-24,1384.03
2017-03-27,1373.69
2017-03-28,1381.37
2017-03-29,1368.19
2017-03-30,1371.26
2017-03-31,1366.22
2017-04-01,1165.47
2017-04-03,1365.11
2017-04-04,1371.25
2017-04-05,1383.57
2017-04-06,1379.13
2017-04-07,1376.31
2017-04-08,1704.13
2017-04-09,
2017-04-10,1644.45
2017-04-11,1413.91
2017-04-12,1656.11
2017-04-13,1397.98
2017-04-14,1402.75
2017-04-17,1411.94
2017-04-18,1423.15
2017-04-19,1414.68
2017-04-20,1434.04
2017-04-21,1440.03
2017-04-24,1465.34
2017-04-25,1478.34
2017-04-26,1476.58
2017-04-27,1472.95
2017-04-28,1478.78
2017-05-01,1169.19
2017-05-02,1474.11
2017-05-03,1466.4
2017-05-04,1453.52
2017-05-05,1467.47
2017-05-06,1536.51
2017-05-07,1581.65
2017-05-08,1466.49
2017-05-09,1489.79
2017-05-10,1641.09
2017-05-11,1486.51
2017-05-12,1484.67
2017-05-15,1494.0
